Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg),Date_Sell,Year,Month,Day,DayOfWeek,Quarter,Days_to_Sell,Days_to_Expire,Expire,Sales_Velocity,Quantity_Sold_Hist_Mean,Sales_Velocity_Hist_Mean,Sales_Volatility_Hist,Quantity_Sold_Before_Expire,Quantity_Lost,Capacity_Utilization,Sales_Trend_7d,Seasonal_Volatility,Stock_Efficiency,Value_Lost,Revenue_Before_Losses,Real_Revenue
West Bengal,736.5,30,Medium,2020-12-19,8,Buttermilk,Mother Dairy,844.21,17.06,59972.6784,13,Refrigerated,2020-11-20,2020-12-03,634,68.24,43264.16,Bihar,Wholesale,210,16.6,168.19,2020-12-03,2020,12,3,3,4,13,0,1,48.76923076923077,152.0,18.0,48.52413783860662,0.0,210.0,2.7094017094017095,319.85714285714283,116.58366916634911,48.76923076923077,3582.6,32448.119999999995,28865.519999999997
Madhya Pradesh,623.07,76,Medium,2021-01-26,8,Buttermilk,Amul,78.56,18.7075,5888.857599999999,8,Refrigerated,2020-11-28,2020-12-06,38,74.83,2843.54,Madhya Pradesh,Wholesale,40,20.97,189.48,2020-12-06,2020,12,6,6,4,8,0,1,4.75,152.0,18.0,48.52413783860662,0.0,40.0,0.2638888888888889,322.14285714285717,116.58366916634911,4.75,748.3,2132.655,1384.3550000000002
Madhya Pradesh,74.84,67,Large,2021-01-11,8,Buttermilk,Raj,615.92,22.36,54736.8104,11,Refrigerated,2020-11-27,2020-12-08,539,89.44,48208.16,Delhi,Online,76,41.25,165.98,2020-12-08,2020,12,8,1,4,11,0,1,49.0,152.0,18.0,48.52413783860662,0.0,76.0,2.7222222222222223,395.57142857142856,116.58366916634911,49.0,1699.36,36156.12,34456.76
Karnataka,769.55,84,Small,2021-01-03,8,Buttermilk,Mother Dairy,773.21,3.66,12742.500800000002,9,Refrigerated,2020-12-02,2020-12-11,475,14.64,6954.0,Tamil Nadu,Wholesale,298,29.75,144.75,2020-12-11,2020,12,11,4,4,9,0,1,52.77777777777778,152.0,18.0,48.52413783860662,0.0,298.0,2.932098765432099,341.2857142857143,116.58366916634911,52.77777777777778,1090.68,5215.5,4124.82
Chandigarh,179.39,79,Small,2020-12-11,8,Buttermilk,Mother Dairy,924.2,12.91,47771.898,7,Refrigerated,2020-12-09,2020-12-16,919,51.64,47457.16,Tamil Nadu,Wholesale,5,46.68,162.49,2020-12-11,2020,12,11,4,4,2,5,0,459.5,152.0,18.0,48.52413783860662,5.0,0.0,25.52777777777778,392.14285714285717,116.58366916634911,91.9,0.0,35592.87,35592.87
Haryana,595.97,99,Medium,2020-12-13,8,Buttermilk,Raj,87.62,16.2325,6092.2186,11,Refrigerated,2020-12-09,2020-12-20,29,64.93,1882.97,Uttar Pradesh,Online,58,81.99,138.49,2020-12-13,2020,12,13,6,4,4,7,0,7.25,152.0,18.0,48.52413783860662,58.0,0.0,0.4027777777777778,390.57142857142856,116.58366916634911,1.0357142857142858,0.0,1412.2275000000002,1412.2275000000002
Jharkhand,895.34,51,Medium,2021-01-28,8,Buttermilk,Amul,868.06,17.53,59375.304,14,Refrigerated,2020-12-04,2020-12-18,494,70.12,34639.28,Jharkhand,Retail,374,77.61,79.24,2020-12-18,2020,12,18,4,4,14,0,1,35.285714285714285,152.0,18.0,48.52413783860662,0.0,374.0,1.9603174603174602,446.85714285714283,116.58366916634911,35.285714285714285,6556.22,25979.460000000003,19423.24
Telangana,78.43,27,Small,2021-01-13,8,Buttermilk,Sudha,842.56,18.85,65719.68,11,Refrigerated,2020-12-10,2020-12-21,211,75.4,15909.4,Rajasthan,Retail,631,21.66,100.32,2020-12-21,2020,12,21,0,4,11,0,1,19.181818181818183,152.0,18.0,48.52413783860662,0.0,631.0,1.0656565656565657,386.42857142857144,116.58366916634911,19.181818181818183,11894.35,11932.050000000001,37.70000000000073
Telangana,889.47,45,Small,2020-12-26,8,Buttermilk,Mother Dairy,271.56,23.565,24426.822,13,Refrigerated,2020-12-18,2020-12-31,73,94.26,6880.98,Delhi,Wholesale,198,53.71,190.92,2020-12-26,2020,12,26,5,4,8,5,0,9.125,152.0,18.0,48.52413783860662,90.0,108.0,0.5069444444444444,391.42857142857144,116.58366916634911,1.825,2545.02,5160.735000000001,2615.7150000000006
Karnataka,900.52,80,Medium,2020-12-27,8,Buttermilk,Amul,11.58,4.075,149.7294,7,Refrigerated,2020-12-25,2021-01-01,1,16.3,16.3,Madhya Pradesh,Wholesale,10,55.25,130.51,2020-12-27,2020,12,27,6,4,2,5,0,0.5,152.0,18.0,48.52413783860662,10.0,0.0,0.027777777777777776,314.57142857142856,116.58366916634911,0.1,0.0,12.225000000000001,12.225000000000001
Chandigarh,929.05,48,Medium,2020-12-27,8,Buttermilk,Sudha,437.47,8.325,14860.8559,13,Refrigerated,2020-12-24,2021-01-06,29,33.3,965.7,Tamil Nadu,Retail,408,42.03,129.26,2020-12-27,2020,12,27,6,4,3,10,0,9.666666666666666,152.0,18.0,48.52413783860662,180.0,228.0,0.5370370370370371,250.85714285714286,116.58366916634911,0.9666666666666666,1898.1,724.275,-1173.8249999999998
Maharashtra,794.16,65,Small,2020-12-28,8,Buttermilk,Raj,869.89,2.3625,11534.7414,12,Refrigerated,2020-12-27,2021-01-08,632,9.45,5972.4,Delhi,Online,237,98.65,115.53,2020-12-28,2020,12,28,0,4,1,11,0,632.0,152.0,18.0,48.52413783860662,198.0,39.0,35.111111111111114,209.85714285714286,116.58366916634911,57.45454545454545,92.13749999999999,4479.299999999999,4387.162499999999
Delhi,486.36,51,Large,2021-01-02,8,Buttermilk,Raj,361.21,12.5275,19306.6745,10,Refrigerated,2020-12-27,2021-01-06,325,50.11,16285.75,Haryana,Retail,36,80.17,152.24,2021-01-02,2021,1,2,5,1,6,4,0,54.166666666666664,152.0,18.0,48.52413783860662,36.0,0.0,3.009259259259259,252.14285714285714,22.264104527925333,13.541666666666666,0.0,12214.312499999998,12214.312499999998
Delhi,205.67,60,Small,2021-02-02,8,Buttermilk,Mother Dairy,259.71,23.8525,23493.3666,9,Refrigerated,2020-12-28,2021-01-06,116,95.41,11067.56,Rajasthan,Online,143,14.63,113.55,2021-01-06,2021,1,6,2,1,9,0,1,12.88888888888889,152.0,18.0,48.52413783860662,0.0,143.0,0.7160493827160493,198.14285714285714,22.264104527925333,12.88888888888889,3410.9075,8300.67,4889.762500000001
Uttar Pradesh,983.65,31,Small,2021-01-18,8,Buttermilk,Raj,544.85,12.6375,30217.381,12,Refrigerated,2020-12-28,2021-01-09,8,50.55,404.4,Uttar Pradesh,Retail,536,79.68,52.53,2021-01-09,2021,1,9,5,1,12,0,1,0.6666666666666666,152.0,18.0,48.52413783860662,0.0,536.0,0.037037037037037035,169.14285714285714,22.264104527925333,0.6666666666666666,6773.7,303.29999999999995,-6470.4
Maharashtra,607.97,69,Large,2021-02-28,8,Buttermilk,Mother Dairy,335.34,21.6325,27813.0996,9,Refrigerated,2021-01-05,2021-01-14,174,86.53,15056.22,Karnataka,Wholesale,161,70.83,30.51,2021-01-14,2021,1,14,3,1,9,0,1,19.333333333333332,152.0,18.0,48.52413783860662,0.0,161.0,1.0740740740740742,183.57142857142858,22.264104527925333,19.333333333333332,3482.8325,11292.165,7809.3325
Tamil Nadu,732.3,61,Small,2021-02-13,8,Buttermilk,Sudha,649.16,23.3575,60553.6448,8,Refrigerated,2021-01-09,2021-01-17,246,93.43,22983.78,Uttar Pradesh,Wholesale,403,56.26,48.44,2021-01-17,2021,1,17,6,1,8,0,1,30.75,152.0,18.0,48.52413783860662,0.0,403.0,1.7083333333333333,218.57142857142858,22.264104527925333,30.75,9413.0725,17237.835000000003,7824.762500000003
Karnataka,516.46,11,Small,2021-02-24,8,Buttermilk,Amul,547.65,7.1375,17875.296,7,Refrigerated,2021-01-13,2021-01-20,516,28.55,14731.8,West Bengal,Online,31,85.51,155.99,2021-01-20,2021,1,20,2,1,7,0,1,73.71428571428571,152.0,18.0,48.52413783860662,0.0,31.0,4.095238095238095,288.14285714285717,22.264104527925333,73.71428571428571,221.26250000000002,11048.85,10827.5875
Haryana,443.17,76,Small,2021-03-14,8,Buttermilk,Amul,111.84,16.5475,7704.6576,10,Refrigerated,2021-01-14,2021-01-24,103,66.19,6817.57,Uttar Pradesh,Retail,8,59.46,168.18,2021-01-24,2021,1,24,6,1,10,0,1,10.3,152.0,18.0,48.52413783860662,0.0,8.0,0.5722222222222222,212.57142857142858,22.264104527925333,10.3,132.38,5113.1775,4980.7975
Jharkhand,785.63,51,Large,2021-03-14,8,Buttermilk,Amul,329.79,17.605,23006.1504,14,Refrigerated,2021-01-13,2021-01-27,194,70.42,13661.48,Bihar,Retail,135,10.53,92.24,2021-01-27,2021,1,27,2,1,14,0,1,13.857142857142858,152.0,18.0,48.52413783860662,0.0,135.0,0.7698412698412699,193.85714285714286,22.264104527925333,13.857142857142858,2376.675,10246.109999999999,7869.434999999999
Bihar,335.69,90,Large,2021-03-09,8,Buttermilk,Raj,503.61,17.365,34900.173,12,Refrigerated,2021-01-24,2021-02-05,82,69.46,5695.72,West Bengal,Wholesale,421,86.98,111.05,2021-02-05,2021,2,5,4,1,12,0,1,6.833333333333333,152.0,18.0,48.52413783860662,0.0,421.0,0.37962962962962965,189.0,26.256946246408635,6.833333333333333,7310.664999999999,4271.79,-3038.874999999999
Jharkhand,820.61,44,Medium,2021-03-09,8,Buttermilk,Mother Dairy,370.57,16.815,24583.6138,12,Refrigerated,2021-01-27,2021-02-08,331,67.26,22263.06,Madhya Pradesh,Retail,39,85.09,68.25,2021-02-08,2021,2,8,0,1,12,0,1,27.583333333333332,152.0,18.0,48.52413783860662,0.0,39.0,1.5324074074074074,235.14285714285714,26.256946246408635,27.583333333333332,655.7850000000001,16697.295000000002,16041.510000000002
Rajasthan,948.98,86,Medium,2021-02-10,8,Buttermilk,Sudha,922.95,7.06,24495.093,13,Refrigerated,2021-02-07,2021-02-20,136,28.24,3840.64,Uttar Pradesh,Wholesale,786,27.01,89.62,2021-02-10,2021,2,10,2,1,3,10,0,45.333333333333336,152.0,18.0,48.52413783860662,180.0,606.0,2.5185185185185186,229.71428571428572,26.256946246408635,4.533333333333333,4278.36,2880.48,-1397.8799999999997
Chandigarh,888.26,72,Medium,2021-02-27,8,Buttermilk,Sudha,16.71,5.1425,316.32030000000003,13,Refrigerated,2021-02-17,2021-03-02,2,20.57,41.14,Jharkhand,Retail,14,65.94,189.87,2021-02-27,2021,2,27,5,1,10,3,0,0.2,152.0,18.0,48.52413783860662,14.0,0.0,0.011111111111111112,194.85714285714286,26.256946246408635,0.06666666666666667,0.0,30.855,30.855
Madhya Pradesh,338.12,48,Large,2021-03-13,8,Buttermilk,Mother Dairy,556.16,5.6925,11963.0016,14,Refrigerated,2021-02-13,2021-02-27,157,22.77,3574.89,Delhi,Retail,399,36.69,189.14,2021-02-27,2021,2,27,5,1,14,0,1,11.214285714285714,152.0,18.0,48.52413783860662,0.0,399.0,0.623015873015873,143.57142857142858,26.256946246408635,11.214285714285714,2271.3075,2681.1675,409.8600000000001
Chandigarh,68.96,89,Small,2021-04-04,8,Buttermilk,Raj,834.3,10.0025,35674.668,8,Refrigerated,2021-02-23,2021-03-03,422,40.01,16884.22,Telangana,Online,412,18.43,136.69,2021-03-03,2021,3,3,2,1,8,0,1,52.75,152.0,18.0,48.52413783860662,0.0,412.0,2.9305555555555554,189.14285714285714,35.24982003251589,52.75,4121.03,12663.165,8542.135000000002
Uttar Pradesh,736.1,52,Medium,2021-04-27,8,Buttermilk,Amul,512.73,23.03,49314.3714,11,Refrigerated,2021-02-27,2021-03-10,392,92.12,36111.04,Haryana,Retail,120,67.28,155.07,2021-03-10,2021,3,10,2,1,11,0,1,35.63636363636363,152.0,18.0,48.52413783860662,0.0,120.0,1.97979797979798,217.42857142857142,35.24982003251589,35.63636363636363,2763.6000000000004,27083.280000000002,24319.68
West Bengal,577.44,37,Small,2021-03-25,8,Buttermilk,Amul,926.47,12.965,47991.146,9,Refrigerated,2021-03-01,2021-03-10,176,51.86,9127.36,Maharashtra,Wholesale,750,33.32,110.18,2021-03-10,2021,3,10,2,1,9,0,1,19.555555555555557,152.0,18.0,48.52413783860662,0.0,750.0,1.0864197530864197,230.85714285714286,35.24982003251589,19.555555555555557,9723.75,6845.5199999999995,-2878.2300000000005
Madhya Pradesh,812.47,52,Large,2021-04-04,8,Buttermilk,Sudha,155.81,5.035,3809.5545,13,Refrigerated,2021-02-27,2021-03-12,144,20.14,2900.16,Karnataka,Retail,11,82.0,40.57,2021-03-12,2021,3,12,4,1,13,0,1,11.076923076923077,152.0,18.0,48.52413783860662,0.0,11.0,0.6153846153846154,204.14285714285714,35.24982003251589,11.076923076923077,55.385000000000005,2175.12,2119.7349999999997
West Bengal,409.51,99,Large,2021-04-02,8,Buttermilk,Sudha,947.83,18.47,65551.9228,10,Refrigerated,2021-03-03,2021-03-13,20,73.88,1477.6,Telangana,Retail,927,87.48,113.95,2021-03-13,2021,3,13,5,1,10,0,1,2.0,152.0,18.0,48.52413783860662,0.0,927.0,0.1111111111111111,187.57142857142858,35.24982003251589,2.0,17121.69,1108.1999999999998,-16013.489999999998
Kerala,70.7,73,Large,2021-03-25,8,Buttermilk,Mother Dairy,182.47,3.4125,2784.4922,13,Refrigerated,2021-02-28,2021-03-13,142,13.65,1938.3,Chandigarh,Online,40,53.18,36.05,2021-03-13,2021,3,13,5,1,13,0,1,10.923076923076923,152.0,18.0,48.52413783860662,0.0,40.0,0.6068376068376068,207.57142857142858,35.24982003251589,10.923076923076923,136.5,1453.7250000000001,1317.2250000000001
Tamil Nadu,500.73,28,Medium,2021-05-10,8,Buttermilk,Raj,682.91,20.94,59611.2139,14,Refrigerated,2021-03-12,2021-03-26,100,83.76,8376.0,Maharashtra,Wholesale,582,69.57,147.69,2021-03-26,2021,3,26,4,1,14,0,1,7.142857142857143,152.0,18.0,48.52413783860662,0.0,582.0,0.3968253968253968,199.42857142857142,35.24982003251589,7.142857142857143,12187.08,6282.000000000001,-5905.079999999999
Rajasthan,637.74,28,Large,2021-04-07,8,Buttermilk,Raj,844.65,22.515,75004.92,11,Refrigerated,2021-03-16,2021-03-27,446,90.06,40166.76,Uttar Pradesh,Wholesale,398,16.26,159.11,2021-03-27,2021,3,27,5,1,11,0,1,40.54545454545455,152.0,18.0,48.52413783860662,0.0,398.0,2.2525252525252526,202.85714285714286,35.24982003251589,40.54545454545455,8960.97,30125.07,21164.1
Chandigarh,285.65,43,Small,2021-05-08,8,Buttermilk,Sudha,807.1,18.81,58700.383,13,Refrigerated,2021-03-17,2021-03-30,81,75.24,6094.44,Haryana,Wholesale,726,18.8,129.1,2021-03-30,2021,3,30,1,1,13,0,1,6.230769230769231,152.0,18.0,48.52413783860662,0.0,726.0,0.34615384615384615,158.42857142857142,35.24982003251589,6.230769230769231,13656.06,4570.829999999999,-9085.23
West Bengal,346.91,94,Large,2021-04-04,8,Buttermilk,Raj,456.87,11.955,21911.4852,14,Refrigerated,2021-03-20,2021-04-03,390,47.82,18649.8,Telangana,Wholesale,66,73.97,133.55,2021-04-03,2021,4,3,5,2,14,0,1,27.857142857142858,152.0,18.0,48.52413783860662,0.0,66.0,1.5476190476190477,189.0,25.655739225146082,27.857142857142858,789.03,13987.35,13198.32
Haryana,89.56,64,Small,2021-05-16,8,Buttermilk,Raj,237.24,9.535,9043.5888,8,Refrigerated,2021-03-27,2021-04-04,25,38.14,953.5,Bihar,Retail,212,26.53,174.76,2021-04-04,2021,4,4,6,2,8,0,1,3.125,152.0,18.0,48.52413783860662,0.0,212.0,0.1736111111111111,172.0,25.655739225146082,3.125,2021.42,715.125,-1306.295
Gujarat,958.35,45,Medium,2021-05-21,8,Buttermilk,Mother Dairy,269.69,3.86,3217.4017,10,Refrigerated,2021-03-26,2021-04-05,77,15.44,1188.88,Delhi,Retail,192,99.38,139.81,2021-04-05,2021,4,5,0,2,10,0,1,7.7,152.0,18.0,48.52413783860662,0.0,192.0,0.42777777777777776,180.14285714285714,25.655739225146082,7.7,741.12,891.66,150.53999999999996
Karnataka,931.82,23,Medium,2021-05-11,8,Buttermilk,Sudha,791.91,16.39,52376.9274,7,Refrigerated,2021-03-31,2021-04-07,140,65.56,9178.4,Gujarat,Retail,651,32.29,45.53,2021-04-07,2021,4,7,2,2,7,0,1,20.0,152.0,18.0,48.52413783860662,0.0,651.0,1.1111111111111112,179.85714285714286,25.655739225146082,20.0,10669.890000000001,6883.8,-3786.090000000001
Jharkhand,526.08,61,Large,2021-05-14,8,Buttermilk,Raj,727.6,8.7325,22722.948,13,Refrigerated,2021-04-01,2021-04-14,309,34.93,10793.37,Kerala,Retail,418,87.61,26.09,2021-04-14,2021,4,14,2,2,13,0,1,23.76923076923077,152.0,18.0,48.52413783860662,0.0,418.0,1.3205128205128205,209.71428571428572,25.655739225146082,23.76923076923077,3650.185,8095.027499999999,4444.842499999999
Chandigarh,910.06,95,Large,2021-06-04,8,Buttermilk,Sudha,2.29,24.3225,222.9315,9,Refrigerated,2021-04-09,2021-04-18,1,97.29,97.29,Haryana,Wholesale,1,59.55,139.33,2021-04-18,2021,4,18,6,2,9,0,1,0.1111111111111111,152.0,18.0,48.52413783860662,0.0,1.0,0.006172839506172839,146.14285714285714,25.655739225146082,0.1111111111111111,24.3225,72.9675,48.644999999999996
Kerala,131.75,69,Large,2021-05-15,8,Buttermilk,Amul,913.1,16.54,56009.554,13,Refrigerated,2021-04-10,2021-04-23,836,66.16,55309.76,Bihar,Retail,77,44.79,90.24,2021-04-23,2021,4,23,4,2,13,0,1,64.3076923076923,152.0,18.0,48.52413783860662,0.0,77.0,3.572649572649573,254.0,25.655739225146082,64.3076923076923,1273.58,41482.32,40208.74
Delhi,196.69,83,Small,2021-05-06,8,Buttermilk,Amul,801.45,15.1425,46091.3895,12,Refrigerated,2021-04-18,2021-04-30,267,60.57,16172.19,Karnataka,Retail,534,89.01,81.61,2021-04-30,2021,4,30,4,2,12,0,1,22.25,152.0,18.0,48.52413783860662,0.0,534.0,1.2361111111111112,236.42857142857142,25.655739225146082,22.25,8086.095,12129.1425,4043.0474999999997
Kerala,876.3,10,Medium,2021-05-15,8,Buttermilk,Raj,248.82,12.6075,11572.6182,7,Refrigerated,2021-04-23,2021-04-30,87,50.43,4387.41,West Bengal,Online,161,56.88,118.53,2021-04-30,2021,4,30,4,2,7,0,1,12.428571428571429,152.0,18.0,48.52413783860662,0.0,161.0,0.6904761904761905,245.28571428571428,25.655739225146082,12.428571428571429,2029.8075,3290.5575,1260.75
Haryana,693.13,90,Medium,2021-06-12,8,Buttermilk,Sudha,537.13,20.9475,46789.3943,12,Refrigerated,2021-04-22,2021-05-04,89,83.79,7457.31,Kerala,Online,448,19.28,152.57,2021-05-04,2021,5,4,1,2,12,0,1,7.416666666666667,152.0,18.0,48.52413783860662,0.0,448.0,0.41203703703703703,247.0,33.37481161025775,7.416666666666667,9384.480000000001,5592.9825,-3791.4975000000013
Kerala,103.0,70,Large,2021-06-15,8,Buttermilk,Amul,986.37,23.835,91377.3168,9,Refrigerated,2021-05-06,2021-05-15,73,95.34,6959.82,Tamil Nadu,Wholesale,913,42.13,191.76,2021-05-15,2021,5,15,5,2,9,0,1,8.11111111111111,152.0,18.0,48.52413783860662,0.0,913.0,0.4506172839506173,237.42857142857142,33.37481161025775,8.11111111111111,21761.355,5219.865,-16541.489999999998
Rajasthan,567.09,22,Large,2021-07-03,8,Buttermilk,Sudha,438.0,14.9525,24208.26,9,Refrigerated,2021-05-10,2021-05-19,69,59.81,4126.89,Haryana,Online,369,77.33,145.35,2021-05-19,2021,5,19,2,2,9,0,1,7.666666666666667,152.0,18.0,48.52413783860662,0.0,369.0,0.42592592592592593,203.14285714285714,33.37481161025775,7.666666666666667,5517.4725,3095.1675,-2422.305
West Bengal,358.07,16,Small,2021-06-11,8,Buttermilk,Mother Dairy,926.48,14.7875,57228.6696,12,Refrigerated,2021-05-10,2021-05-22,46,59.15,2720.9,Gujarat,Wholesale,880,44.83,159.25,2021-05-22,2021,5,22,5,2,12,0,1,3.8333333333333335,152.0,18.0,48.52413783860662,0.0,880.0,0.21296296296296297,209.57142857142858,33.37481161025775,3.8333333333333335,13013.0,2040.675,-10972.325
Delhi,591.21,37,Medium,2021-07-17,8,Buttermilk,Sudha,972.13,6.9725,23749.1359,7,Refrigerated,2021-05-20,2021-05-27,118,27.89,3291.02,Delhi,Wholesale,854,94.73,157.18,2021-05-27,2021,5,27,3,2,7,0,1,16.857142857142858,152.0,18.0,48.52413783860662,0.0,854.0,0.9365079365079365,107.0,33.37481161025775,16.857142857142858,5954.515,2468.265,-3486.2500000000005
Delhi,437.41,94,Medium,2021-06-14,8,Buttermilk,Mother Dairy,477.96,12.7,24619.7196,9,Refrigerated,2021-05-31,2021-06-09,386,50.8,19608.8,Haryana,Online,91,76.47,128.75,2021-06-09,2021,6,9,2,2,9,0,1,42.888888888888886,152.0,18.0,48.52413783860662,0.0,91.0,2.382716049382716,124.0,69.05672210132221,42.888888888888886,1155.7,14706.599999999999,13550.899999999998
Chandigarh,325.3,14,Small,2021-06-12,8,Buttermilk,Sudha,778.77,23.9125,72620.3025,13,Refrigerated,2021-06-10,2021-06-23,728,95.65,69633.2,Kerala,Online,50,24.54,178.03,2021-06-12,2021,6,12,5,2,2,11,0,364.0,152.0,18.0,48.52413783860662,50.0,0.0,20.22222222222222,215.57142857142858,69.05672210132221,33.09090909090909,0.0,52224.90000000001,52224.90000000001
West Bengal,669.8,41,Large,2021-06-23,8,Buttermilk,Mother Dairy,835.13,3.925,11666.7661,10,Refrigerated,2021-06-03,2021-06-13,137,15.7,2150.9,West Bengal,Retail,698,54.59,119.65,2021-06-13,2021,6,13,6,2,10,0,1,13.7,152.0,18.0,48.52413783860662,0.0,698.0,0.7611111111111111,222.42857142857142,69.05672210132221,13.7,2739.65,1613.1749999999997,-1126.4750000000004
Rajasthan,79.77,83,Large,2021-06-26,8,Buttermilk,Sudha,236.89,15.37,14381.5919,9,Refrigerated,2021-06-11,2021-06-20,123,61.48,7562.04,Kerala,Online,113,49.7,80.18,2021-06-20,2021,6,20,6,2,9,0,1,13.666666666666666,152.0,18.0,48.52413783860662,0.0,113.0,0.7592592592592593,229.57142857142858,69.05672210132221,13.666666666666666,1736.81,5671.53,3934.72
Uttar Pradesh,882.87,77,Large,2021-07-15,8,Buttermilk,Sudha,384.33,18.415,29086.0944,9,Refrigerated,2021-06-12,2021-06-21,71,73.66,5229.86,Maharashtra,Wholesale,313,40.14,44.37,2021-06-21,2021,6,21,0,2,9,0,1,7.888888888888889,152.0,18.0,48.52413783860662,0.0,313.0,0.4382716049382716,229.85714285714286,69.05672210132221,7.888888888888889,5763.8949999999995,3922.395,-1841.4999999999995
Gujarat,333.83,65,Small,2021-07-26,8,Buttermilk,Raj,805.83,22.86,72218.48460000001,7,Refrigerated,2021-06-14,2021-06-21,621,91.44,56784.24,Gujarat,Retail,184,75.21,173.53,2021-06-21,2021,6,21,0,2,7,0,1,88.71428571428571,152.0,18.0,48.52413783860662,0.0,184.0,4.928571428571429,312.0,69.05672210132221,88.71428571428571,4206.24,42588.18,38381.94
Rajasthan,128.73,87,Medium,2021-08-09,8,Buttermilk,Raj,794.54,19.985,62609.75199999999,14,Refrigerated,2021-06-10,2021-06-24,99,79.94,7914.06,Delhi,Wholesale,695,99.81,191.69,2021-06-24,2021,6,24,3,2,14,0,1,7.071428571428571,152.0,18.0,48.52413783860662,0.0,695.0,0.39285714285714285,309.2857142857143,69.05672210132221,7.071428571428571,13889.574999999999,5935.545,-7954.029999999999
Madhya Pradesh,991.6,79,Small,2021-06-28,8,Buttermilk,Sudha,952.87,6.9475,28624.2148,7,Refrigerated,2021-06-17,2021-06-24,486,27.79,13505.94,Madhya Pradesh,Online,466,50.06,161.81,2021-06-24,2021,6,24,3,2,7,0,1,69.42857142857143,152.0,18.0,48.52413783860662,0.0,466.0,3.857142857142857,323.57142857142856,69.05672210132221,69.42857142857143,3237.535,10129.455,6891.92
Madhya Pradesh,117.77,69,Small,2021-08-12,8,Buttermilk,Raj,781.11,14.715,45226.269,9,Refrigerated,2021-06-15,2021-06-24,350,58.86,20601.0,Bihar,Retail,431,81.34,160.21,2021-06-24,2021,6,24,3,2,9,0,1,38.888888888888886,152.0,18.0,48.52413783860662,0.0,431.0,2.1604938271604937,269.57142857142856,69.05672210132221,38.888888888888886,6342.165,15450.749999999998,9108.585
Haryana,338.33,25,Medium,2021-08-04,8,Buttermilk,Mother Dairy,318.52,18.82,25271.3768,11,Refrigerated,2021-06-14,2021-06-25,180,75.28,13550.4,Kerala,Wholesale,138,71.78,156.81,2021-06-25,2021,6,25,4,2,11,0,1,16.363636363636363,152.0,18.0,48.52413783860662,0.0,138.0,0.9090909090909091,275.7142857142857,69.05672210132221,16.363636363636363,2597.16,10162.8,7565.639999999999
Maharashtra,993.49,94,Medium,2021-06-26,8,Buttermilk,Amul,980.37,24.8325,92625.3576,13,Refrigerated,2021-06-23,2021-07-06,207,99.33,20561.31,Tamil Nadu,Wholesale,773,83.1,58.47,2021-06-26,2021,6,26,5,2,3,10,0,69.0,152.0,18.0,48.52413783860662,180.0,593.0,3.8333333333333335,287.7142857142857,69.05672210132221,6.9,14725.6725,15420.9825,695.3099999999995
Uttar Pradesh,768.64,32,Medium,2021-06-28,8,Buttermilk,Amul,639.67,21.51,57647.0604,12,Refrigerated,2021-06-27,2021-07-09,107,86.04,9206.28,Delhi,Online,532,61.31,64.13,2021-06-28,2021,6,28,0,2,1,11,0,107.0,152.0,18.0,48.52413783860662,198.0,334.0,5.944444444444445,292.85714285714283,69.05672210132221,9.727272727272727,7184.34,6904.71,-279.6300000000001
Gujarat,126.28,20,Large,2021-07-07,8,Buttermilk,Mother Dairy,341.38,20.5725,29764.9222,13,Refrigerated,2021-07-01,2021-07-14,219,82.29,18021.51,West Bengal,Retail,122,46.92,187.79,2021-07-07,2021,7,7,2,3,6,7,0,36.5,152.0,18.0,48.52413783860662,122.0,0.0,2.0277777777777777,235.42857142857142,25.28480488772103,5.214285714285714,0.0,13516.1325,13516.1325
Madhya Pradesh,509.21,96,Medium,2021-07-15,8,Buttermilk,Sudha,861.13,19.09,69209.0181,13,Refrigerated,2021-07-01,2021-07-14,571,76.36,43601.56,Karnataka,Retail,290,77.36,189.14,2021-07-14,2021,7,14,2,3,13,0,1,43.92307692307692,152.0,18.0,48.52413783860662,0.0,290.0,2.4401709401709404,302.85714285714283,25.28480488772103,43.92307692307692,5536.1,32701.17,27165.07
Madhya Pradesh,535.39,60,Large,2021-07-17,8,Buttermilk,Amul,31.09,7.765,832.2793,13,Refrigerated,2021-07-13,2021-07-26,30,31.06,931.8,Haryana,Wholesale,1,26.46,161.3,2021-07-17,2021,7,17,5,3,4,9,0,7.5,152.0,18.0,48.52413783860662,1.0,0.0,0.4166666666666667,237.71428571428572,25.28480488772103,0.8333333333333334,0.0,698.8499999999999,698.8499999999999
Karnataka,406.59,57,Small,2021-09-02,8,Buttermilk,Sudha,345.86,18.8375,27679.1758,8,Refrigerated,2021-07-16,2021-07-24,215,75.35,16200.25,Uttar Pradesh,Wholesale,130,98.13,103.58,2021-07-24,2021,7,24,5,3,8,0,1,26.875,152.0,18.0,48.52413783860662,0.0,130.0,1.4930555555555556,218.42857142857142,25.28480488772103,26.875,2448.875,12150.187499999998,9701.312499999998
